KEGG Pathway and Enzyme ID	Gene name
	NDUFAB1
	AC090227.2
	HHEX
	C8orf89
	PMEL
	TMEM198
	GALNT16
	ACOT6
	ARL15
	C8orf89
	TLE5
	TMEM198
	C8orf89
	HDAC9
	ACOT6
	ARL15
	ACOT6
	FARP2
	SV2B
	TMEM47
	KLHL3
	TMEM198
	PMEL
	TMEM198
	HAUS4
	FARP2
	PMEL
00073+1.2.1.84	FAR1
00073+1.2.1.84	FAR1
	TLE5
	PMEL
	KLHL3
	PMEL
	CHPF
	HDAC9
	FARP2
	KLHL3
	CHPF
00073+1.2.1.84	FAR1
	TLE5
	FARP2
	SV2B
	CHPF
	TLE5
	TLE5
	GALNT16
	KLHL3
	CEACAM4
	KLHL3
	PMEL
	TRIP6
	SV2B
	HDAC9
	PMEL
	CEACAM4
	HDAC9
	PAQR3
	NDC1
	AC113554.1
	GALNT16
	ACAA2
	SV2B
	ACAA2
	IL17RD
	ACAA2
	ACAA2
	ACAA2
	ACAA2
	PIP4K2A
	RTKN2
	GALNT16
	TRIP6
	KIF1A
	PIP4K2A
	PAQR3
	IGLV3-22
	HTRA3
	PAQR3
	ATP9B
	ASTN2
	HDAC9
	PIP4K2A
	CEACAM21
	IGLV3-21
	HTRA3
	PIP4K2A
	ATP9B
	PAQR3
	AMOT
	ATP9B
	IGLV3-19
	PAQR3
	PAQR3
	IGLV2-18
	AMOT
	ASTN2
	AMOT
	CEACAM21
	NTNG1
	ACE
	IGLV3-16
	OR14J1
	PAQR3
	TSC22D4
	AMOT
	CEACAM21
	TSC22D4
	AMOT
	TRIP6
	FGF7
	NTNG1
	TSC22D4
	FGF7
	RHAG
	MXI1
	FGF7
	TSC22D4
	CEACAM21
	MXI1
	FGF7
	TRIP6
	NTNG1
	FGF7
	NIT1
	RHAG
	C7orf61
	TRIP6
	RHAG
	C7orf61
	RHAG
	B4GAT1
	NTNG1
	NTNG1
	RHAG
	CLEC14A
	GRK1
	NTNG1
	TRIM26
	RHAG
	NTNG1
	NIT1
	ATP9B
	BRD2
	TMEM255B
	AKR1C1
04070+2.7.11.13	PKN2
	TMEM255B
	BRD2
	BMP2K
	AKR1C1
	BRD2
	AKR1C1
	CMBL
	SLITRK4
	KIF1A
	SLITRK4
00230+2.7.4.3	AK2
00730+2.7.4.3	AK2
	NIT1
	SLITRK4
	HDAC4
	NIT1
	KIF1A
	MXI1
05170+2.7.11.1	BMP2K
04714+2.7.11.1	BMP2K
04151+2.7.11.1	BMP2K
05165+2.7.11.1	BMP2K
05163+2.7.11.1	BMP2K
04150+2.7.11.1	BMP2K
04926+2.7.11.1	BMP2K
	IFIT5
	ATP9B
	IL17RD
	KIF1A
00230+2.7.4.3	AK2
00730+2.7.4.3	AK2
	KIF1A
	IL17RD
	ATP9B
00230+2.7.4.3	AK2
00730+2.7.4.3	AK2
	MXI1
	SPANXN2
	KIF1A
	ATP9B
05170+2.7.11.1	BMP2K
04714+2.7.11.1	BMP2K
04151+2.7.11.1	BMP2K
05165+2.7.11.1	BMP2K
05163+2.7.11.1	BMP2K
04150+2.7.11.1	BMP2K
04926+2.7.11.1	BMP2K
	ATP9B
	KIF1A
05170+2.7.11.1	BMP2K
04714+2.7.11.1	BMP2K
04151+2.7.11.1	BMP2K
05165+2.7.11.1	BMP2K
05163+2.7.11.1	BMP2K
04150+2.7.11.1	BMP2K
04926+2.7.11.1	BMP2K
	HDAC9
	KIF1A
	TRIM26
05170+2.7.11.1	BMP2K
04714+2.7.11.1	BMP2K
04151+2.7.11.1	BMP2K
05165+2.7.11.1	BMP2K
05163+2.7.11.1	BMP2K
04150+2.7.11.1	BMP2K
04926+2.7.11.1	BMP2K
	PFDN2
	KIF1A
	ATP9B
	HDAC9
00230+2.7.4.3	AK2
00730+2.7.4.3	AK2
	TRIM26
	ASTN2
	KIF1A
	MXI1
	ATP9B
	BRD2
	IL17RD
	HDAC9
	KIF1A
04070+2.7.11.13	PKN2
	RTKN2
	ATP9B
	MXI1
	BRD2
	TRIM26
00230+2.7.4.3	AK2
00730+2.7.4.3	AK2
	MXI1
	HDAC9
	PKN2
	MXI1
	BRD2
	ATP9B
	TRIM26
	HDAC9
	KIF1A
	PKN2
	MXI1
	TRIM26
	SMIM6
	IL17RD
	MXI1
	KIF1A
	MXI1
04070+2.7.11.13	PKN2
00230+2.7.4.3	AK2
00730+2.7.4.3	AK2
	KIF1A
	MXI1
	THEMIS2
	SMIM6
	ASTN2
	MXI1
	HDAC9
	MXI1
	ASTN2
	AK2
	MXI1
	HDAC9
	LEUTX
	THEMIS2
	SMIM5
	MXI1
	LEUTX
	ASTN2
	HDAC9
00230+2.7.4.3	AK2
00730+2.7.4.3	AK2
	THEMIS2
	MXI1
	THEMIS2
	MXI1
00230+2.7.4.3	AK2
00730+2.7.4.3	AK2
	RIBC1
	MXI1
	SMIM5
	RIBC1
	MXI1
	MXI1
	KIF1A
	HDAC9
	FAM227B
	MXI1
00230+2.7.4.3	AK2
00730+2.7.4.3	AK2
00230+2.7.4.3	AK2
00730+2.7.4.3	AK2
	MXI1
	HDAC9
	GAP43
	FAM227B
	MXI1
	KIF1A
	RIBC1
	THEMIS2
	MXI1
	KIF1A
	GPR3
	MXI1
	GAP43
	RTKN2
	RIBC1
	CDV3
	SNX2
	THEMIS2
	ASTN2
	MXI1
	MXI1
	FAM227B
	CDV3
	HDAC9
	ASTN2
	MXI1
	SNX2
	MXI1
	CDV3
	THEMIS2
	MXI1
	FAM227B
	MXI1
	HAUS4
	FBXO44
	FAM227B
	MXI1
	FAM227B
	SNX2
	TRIM32
	FAM227B
	ZFP69B
	ATP10A
	MXI1
	FBXO44
	TRIM32
	MXI1
	FBXO44
	MAL
	TRIM32
	MXI1
	MXI1
	DEDD
	ATP10A
	ZFP69B
	SNX2
	SETD4
	CDV3
	ATP10A
	CAPZA2
	CAPZA2
	ZFP69B
	CDV3
	ATP10A
	MAL
	CDV3
	HAUS4
	ATP10A
	MAL
	CDV3
	HAUS4
	MAL
	DEDD
	CDV3
	HAUS4
	HAUS4
	CDV3
	SLC29A2
	FBXO44
	DEDD
	CLDND1
	HAUS4
	DEDD
	SETD4
	UBE2NL
	RNF4
	HAUS4
	FBXO44
	FBXO44
	HAUS4
	FBXO44
	CENPK
	FBXO44
	RTKN
	DEDD
	FBXO44
	SETD4
	DEDD
	CENPK
	HDAC4
	DDX11
	RTKN
	CENPK
	HAUS4
	CENPK
	GRIN2C
	SLC29A2
	HAUS4
	RTKN
	ACE
	HAUS4
	RTKN
	HAUS4
	ACE
	SETD4
	GALK2
	TMEM130
	SPANXN1
	SIM1
	GOLGA6B
	HAUS4
	GALK2
	ZNF738
	GRIN2C
	SLC29A2
	SLC29A2
	SETD4
	ZNF738
	TMEM130
	ZNF738
	SETD4
	ACE
	SLC29A2
	SETD4
	PSG9
	ZNF738
	TMEM130
	SLC29A2
	ACE
	DDX11
	SETD4
	LPAR1
	SLC29A2
	CENPK
	SETD4
	ZNF738
	HDAC4
	DCTD
	CENPK
	FBXO2
	LPAR1
	TMEM130
	HDAC4
	SETD4
	CENPK
	ACE
	ZNF184
	SETD4
	LPAR1
	HDAC4
	CENPK
	ZNF184
	DDX11
	SETD4
	LPAR1
	CENPK
	HDAC4
	PSG9
	DDX11
	TMEM130
	SLITRK2
	CENPK
	OR2J2
	HDAC4
	PSG9
	LPAR1
	SLITRK2
	FBXO2
	CENPK
	SMC1A
	ACE
	SIM1
	PSG9
	ZNF714
	SMC1A
	FBXO2
	PSG9
	ACE
	CBR1
	ACE
	SMC1A
	LSM12
	ACE
	SMC1A
	PSG9
	LSM12
	SMC1A
	ACE
	LSM12
	PSG9
	IGLV2-14
	SERPINF2
	PSG9
	CBR1
	PHLPP2
	ZNF714
	TMPRSS2
	ACE
	ZNF714
	CBR1
	PHLPP2
	CBR1
	OR2K2
	TMPRSS2
	ACE
	CLDND1
	OR2K2
	TBC1D13
	IGLV3-12
	TMPRSS2
	SCRIB
	ZNF714
	FOSL2
	ZNF714
	SCRIB
	TMPRSS2
00240+3.5.4.12	DCTD
	ZNF714
	ZNF714
	FOSL2
	CAPZA2
	BDP1
	ZNF714
	DDX11
	CNOT3
	TMPRSS2
	FOSL2
	ZNF714
	DDX11
	SERPINF2
	FAM47B
	DCTD
	TBC1D13
	SCRIB
	TOM1
	SERPINF2
00240+3.5.4.12	DCTD
	DDX11
	TOM1
	AC010615.4
	SOAT2
	CLDND1
	RNF4
	DCTD
	SERPINF2
	TMPRSS2
	CCDC114
	DDX11
	SERPINF2
04658+3.1.3.16	PHLPP2
05235+3.1.3.16	PHLPP2
04660+3.1.3.16	PHLPP2
	DDX11
	SCRIB
	IGLV2-11
04658+3.1.3.16	PHLPP2
05235+3.1.3.16	PHLPP2
04660+3.1.3.16	PHLPP2
	DDX11
	TMEM170B
00240+3.5.4.12	DCTD
	SCRIB
00240+3.5.4.12	DCTD
	MRPL17
04658+3.1.3.16	PHLPP2
05235+3.1.3.16	PHLPP2
04660+3.1.3.16	PHLPP2
	CNOT3
	DDX11
	CAPZA2
00240+3.5.4.12	DCTD
	CAPZA2
00240+3.5.4.12	DCTD
	MRPL17
	DDX11
	CNOT3
	DCTD
	ADAMTS20
	CAPZA2
	IGLV3-10
	BDP1
	CNOT3
	DDX11
	ADAMTS20
	BDP1
	TTI1
	DCTD
	CNOT3
	MARVELD3
	RECQL5
	DDX11
	MARVELD3
	BDP1
	ADAMTS20
	DCTD
	IGLV3-9
	TTI1
	CLDND1
	DCTD
	DDX11
	CNOT3
	CLDND1
	DCTD
	TTI1
	MARVELD3
	CLDND1
	DCTD
	ADAMTS20
	CAPZA2
	RNF4
	CAPZA2
	CNOT3
	DCTD
	CLDND1
	TOM1
	NEUROD6
	MARVELD3
	TTI1
	RNF4
	DNASE2
	RECQL5
	MARVELD3
	CLDND1
	RECQL5
	CLDND1
	DNASE2
	RECQL5
	TPRX1
	RECQL5
	EMC7
	DDX11
	TPRX1
	EMC7
	NALCN
	DDX11
	ANXA6
	TOM1
	TPRX1
	RECQL5
	EMC7
	ZNF708
	RNF4
	NALCN
	RECQL5
	ZNF708
	RNF4
	ZNF536
	LENG1
	HSPB3
	BBS4
	ZNF536
	ZNF708
	GHSR
00100+2.3.1.26	SOAT2
	ZNF708
	SERPINB9
	RECQL5
	ZNF536
	GHSR
	CLDND1
	RECQL5
	ZNF536
	RNF4
	CLDND1
	RECQL5
	SERPINF1
	CLDND1
	RECQL5
	SERPINF1
	EMP3
	RNF4
	CYTH4
	IGLV2-8
	SERPINF1
	SOAT2
	SERPINF1
	CLDND1
	NALCN
	ZNF85
	RNF4
	OR12D3
	CLDND1
	OR12D3
	ZNF85
	CLDND1
	EMP3
	OR11A1
	RNF4
	OR11A1
	IGLV4-3
	CLDND1
	OR11A1
	EMP3
	RNF4
	CLDND1
	EMP3
	CLDND1
	RNF4
	TOM1
	OR10C1
	EMP3
	RNF4
	EMP3
	RNF4
	OR10C1
	EMP3
	TOM1
	TOM1
	OR12D2
	TOM1
	YIPF1
	ZNF85
00270+6.3.2.2	GCLC
00480+6.3.2.2	GCLC
	TOM1
	CHCHD5
	TOM1
	CFAP99
	AC093899.2
	ZNF85
	KLHDC7B
	CHCHD5
	ZNF85
	KLHDC7B
	CHCHD5
	GSG1L
	CLDND1
	ZNF85
00230+2.7.4.6	CMPK2
00240+2.7.4.9	CMPK2
00983+2.7.4.14+2.7.4.6	CMPK2
00240+2.7.4.14+2.7.4.6	CMPK2
	CFAP99
	GSG1L
	CLDND1
	CFAP99
	TOM1
	RHOXF2
	CYTH4
	ZNF85
	TOM1
	SYCE3
	KLHL41
	EXD2
	TOM1
	TNFSF10
	ZNF85
	CLDND1
	YIPF1
	CYTH4
	SYCE3
	CLDND1
	ZNF85
	CLDND1
	GSG1L
	ZNF85
	TNFSF10
	CYTH4
	YIPF1
	NUTM2A
	CLDND1
	ZNF85
	GSG1L
	TNFSF10
	CLDND1
	POLRMT
	NUTM2A
	ZNF85
	GSG1L
	ZNF85
	RHOXF1
	CLDND1
	TOM1
	BIRC3
04658+3.1.3.16	PPP5C
05235+3.1.3.16	PPP5C
04660+3.1.3.16	PPP5C
	BBS4
	POLRMT
	BIRC3
	PPP5C
	BBS4
	BBS4
	POLRMT
	OR14J1
	POLRMT
	BIRC3
00230+2.7.4.6	CMPK2
00240+2.7.4.9	CMPK2
00983+2.7.4.14+2.7.4.6	CMPK2
00240+2.7.4.14+2.7.4.6	CMPK2
	ZFP69
04658+3.1.3.16	PPP5C
05235+3.1.3.16	PPP5C
04660+3.1.3.16	PPP5C
	AC021660.3
	BBS4
	ZFP69
00230+2.7.4.6	CMPK2
00983+2.7.4.14+2.7.4.6	CMPK2
00240+2.7.4.14+2.7.4.6	CMPK2
	BIRC3
	BBS4
	BBS4
	IL12A
	CYTH4
	BBS4
	ZNF431
	GPR15
	MYO15B
	RSAD2
00052+2.7.1.11	PFKM
00051+2.7.1.11	PFKM
00680+2.7.1.11	PFKM
00010+2.7.1.11	PFKM
00030+2.7.1.11	PFKM
	BBS4
00052+2.7.1.11	PFKM
00051+2.7.1.11	PFKM
00680+2.7.1.11	PFKM
00010+2.7.1.11	PFKM
00030+2.7.1.11	PFKM
	ZNF431
	BBS4
	RHOXF2B
00052+2.7.1.11	PFKM
00051+2.7.1.11	PFKM
00680+2.7.1.11	PFKM
00010+2.7.1.11	PFKM
00030+2.7.1.11	PFKM
	BBS4
	ZNF431
	IL12A
00052+2.7.1.11	PFKM
00051+2.7.1.11	PFKM
00680+2.7.1.11	PFKM
00010+2.7.1.11	PFKM
00030+2.7.1.11	PFKM
00270+6.3.2.2	GCLC
00480+6.3.2.2	GCLC
	LYSMD2
	OR5K2
	IL12A
	RSAD2
00270+6.3.2.2	GCLC
00480+6.3.2.2	GCLC
	BBS5
	ZNF431
	LYSMD2
	BBS4
00270+6.3.2.2	GCLC
00480+6.3.2.2	GCLC
	ZNF431
	BBS5
	LYSMD2
	BBS4
	LYSMD2
	BBS5
	PGBD4
	HIGD2B
	ARHGAP39
	IDH3B
	ARHGAP39
	MYO15B
00052+2.7.1.11	PFKM
00051+2.7.1.11	PFKM
00680+2.7.1.11	PFKM
00010+2.7.1.11	PFKM
00030+2.7.1.11	PFKM
	ZNF493
00270+6.3.2.2	GCLC
00480+6.3.2.2	GCLC
	NCEH1
	FCF1
00052+2.7.1.6	GALK2
00520+2.7.1.6	GALK2
	ZNF493
	NCEH1
	ELAVL4
	GCLC
	ZNF493
	ELAVL4
	ZNF493
00270+6.3.2.2	GCLC
00480+6.3.2.2	GCLC
	NCEH1
	ZNF493
	ZNF493
	GCLC
	ZNF493
	NCEH1
	NCEH1
	NCEH1
	TONSL
00052+2.7.1.11	PFKM
00051+2.7.1.11	PFKM
00680+2.7.1.11	PFKM
00010+2.7.1.11	PFKM
00030+2.7.1.11	PFKM
00052+2.7.1.6	GALK2
00520+2.7.1.6	GALK2
	GALK2
	TONSL
	GALK2
	ZNF430
	PRRC2A
	FCF1
04150+2.7.11.24	MAPK15
	ZNF430
	FBXO41
	ZNF430
	RPS14
00052+2.7.1.6	GALK2
00520+2.7.1.6	GALK2
	MYO15B
	FBXO41
	RPS14
	ZNF430
00052+2.7.1.6	GALK2
00520+2.7.1.6	GALK2
	MAPK15
	SP110
	ZNF430
	PRRC2A
	GALK2
	SLC27A4
04150+2.7.11.24	MAPK15
	FBXO41
	ATR
	SP110
	FCF1
	GALK2
	RPS14
00052+2.7.1.6	GALK2
00520+2.7.1.6	GALK2
	FCF1
	TMOD2
	SP110
	RPS14
	EXD2
	FCF1
	SP110
	TMOD2
	RPS14
	GALK2
	CRX
	FCF1
	PNPLA7
	SP110
00052+2.7.1.6	GALK2
00520+2.7.1.6	GALK2
	FCF1
	MYO15B
	MYO15B
00052+2.7.1.6	GALK2
00520+2.7.1.6	GALK2
	TMOD2
	GALK2
00052+3.1.3.9	G6PC3
00010+3.1.3.9	G6PC3
00500+3.1.3.9	G6PC3
00052+2.7.1.6	GALK2
00520+2.7.1.6	GALK2
	TMOD2
	PFKM
	ZNF429
	G6PC3
	EZH2
	PFKM
	PNPLA7
	RPS14
	SP110
	GALK2
	CRX
00052+2.7.1.11	PFKM
00051+2.7.1.11	PFKM
00680+2.7.1.11	PFKM
00010+2.7.1.11	PFKM
00030+2.7.1.11	PFKM
	ZNF429
	WDYHV1
	SP110
	PNPLA7
00052+2.7.1.11	PFKM
00051+2.7.1.11	PFKM
00680+2.7.1.11	PFKM
00010+2.7.1.11	PFKM
00030+2.7.1.11	PFKM
	MYO15B
	CRX
	GALK2
	MYO15B
	G6PC3
	ZNF429
	GALK2
	G6PC3
00052+2.7.1.11	PFKM
00051+2.7.1.11	PFKM
00680+2.7.1.11	PFKM
00010+2.7.1.11	PFKM
00030+2.7.1.11	PFKM
	CRX
	MYO15B
00052+2.7.1.11	PFKM
00051+2.7.1.11	PFKM
00680+2.7.1.11	PFKM
00010+2.7.1.11	PFKM
00030+2.7.1.11	PFKM
	SLC27A4
	G6PC3
	PFKM
	ZNF429
00052+2.7.1.11	PFKM
00051+2.7.1.11	PFKM
00680+2.7.1.11	PFKM
00010+2.7.1.11	PFKM
00030+2.7.1.11	PFKM
	G6PC3
	MYO15B
05170+2.7.11.1	ATR
04714+2.7.11.1	ATR
04151+2.7.11.1	ATR
05165+2.7.11.1	ATR
05163+2.7.11.1	ATR
04150+2.7.11.1	ATR
04926+2.7.11.1	ATR
	CD19
	MYO15B
	WDYHV1
	ATR
	WDYHV1
	MYO15B
	OR4F29
	EXD2
	PFKM
	TNFSF13
	WDYHV1
	IFT57
	PFKM
	MYO15B
00052+2.7.1.11	PFKM
00051+2.7.1.11	PFKM
00680+2.7.1.11	PFKM
00010+2.7.1.11	PFKM
00030+2.7.1.11	PFKM
	PALB2
00052+2.7.1.11	PFKM
00051+2.7.1.11	PFKM
00680+2.7.1.11	PFKM
00010+2.7.1.11	PFKM
00030+2.7.1.11	PFKM
	IFT57
	MYO15B
	COPS2
	ANXA6
00052+2.7.1.11	PFKM
00051+2.7.1.11	PFKM
00680+2.7.1.11	PFKM
00010+2.7.1.11	PFKM
00030+2.7.1.11	PFKM
	IFT57
00052+2.7.1.11	PFKM
00051+2.7.1.11	PFKM
00680+2.7.1.11	PFKM
00010+2.7.1.11	PFKM
00030+2.7.1.11	PFKM
	MYO15B
00052+2.7.1.11	PFKM
00051+2.7.1.11	PFKM
00680+2.7.1.11	PFKM
00010+2.7.1.11	PFKM
00030+2.7.1.11	PFKM
	SP140
05170+2.7.11.1	ATR
04714+2.7.11.1	ATR
04151+2.7.11.1	ATR
05165+2.7.11.1	ATR
05163+2.7.11.1	ATR
04150+2.7.11.1	ATR
04926+2.7.11.1	ATR
	WDYHV1
	IRX3
	HTR2C
	ANXA6
00052+2.7.1.11	PFKM
00051+2.7.1.11	PFKM
00680+2.7.1.11	PFKM
00010+2.7.1.11	PFKM
00030+2.7.1.11	PFKM
	IDH3B
	MYO15B
	IRX3
	EXD2
	HTR2C
	MYO15B
	PFKM
	IDH3B
	WDYHV1
	CD19
	MYO15B
	WDYHV1
	HTR2C
	WDYHV1
	MYO15B
	ATR
	WDYHV1
	ZBED2
	DDX3Y
00052+2.7.1.11	PFKM
00051+2.7.1.11	PFKM
00680+2.7.1.11	PFKM
00010+2.7.1.11	PFKM
00030+2.7.1.11	PFKM
	SPON1
	DDX3Y
00052+2.7.1.11	PFKM
00051+2.7.1.11	PFKM
00680+2.7.1.11	PFKM
00010+2.7.1.11	PFKM
00030+2.7.1.11	PFKM
	MRPL41
	IDH3B
	PALB2
	CD96
	ATR
	DDX3Y
	IDH3B
	CYP20A1
	SLC17A6
	EGR4
	ANXA6
	EGR4
	ZFHX2
	DDX3Y
	EXD2
	ANXA6
	SLC16A12
	IDH3B
	ANXA6
	SLC16A12
	PALB2
	MS4A7
	ANXA6
	PALB2
	MS4A7
	ZFHX2
	PALB2
	NUTM2D
	ZFHX2
	MS4A7
	NUTM2D
	ANXA6
	MS4A7
	CSTB
	TNFSF13
	ZFHX2
	ANXA6
	NUTM2D
	ANXA6
	MS4A7
	ANXA6
	MS4A7
	CSTB
	RHEBL1
	CTXN3
	CXorf51B
	CSTB
	CTXN3
	EXD2
	CTXN3
	MS4A7
	ZNF716
	SLC2A3
	HLF
00730+3.6.1.28	THTPA
	CXorf51A
	RHEBL1
	RHEBL1
	HLF
	RHEBL1
	HLF
	HLF
00730+3.6.1.28	THTPA
	TNFSF13
	MS4A6E
	HLF
00730+3.6.1.28	THTPA
	HLF
	MS4A6E
	TAFA5
00730+3.6.1.28	THTPA
	MS4A6E
	TAFA5
00730+3.6.1.28	THTPA
	LILRB4
00730+3.6.1.28	THTPA
	TAFA5
	THTPA
	TNFSF13
	MS4A14
	DHH
	TAFA5
	SLC2A3
	TNFSF13
	SLC2A3
	CD96
	CDH3
	CDH3
	CD96
	TNFSF13
05170+2.7.11.1	SMG1
04714+2.7.11.1	SMG1
04151+2.7.11.1	SMG1
05165+2.7.11.1	SMG1
05163+2.7.11.1	SMG1
04150+2.7.11.1	SMG1
04926+2.7.11.1	SMG1
	KIAA0232
	TNFSF13
	EXD2
05170+2.7.11.1	SMG1
04714+2.7.11.1	SMG1
04151+2.7.11.1	SMG1
05165+2.7.11.1	SMG1
05163+2.7.11.1	SMG1
04150+2.7.11.1	SMG1
04926+2.7.11.1	SMG1
	CDH3
	CDH3
	CDH3
	CDH3
	TNFSF13
	VAV3
	PRR23A
	CDH3
	CDH3
05170+2.7.11.1	SMG1
04714+2.7.11.1	SMG1
04151+2.7.11.1	SMG1
05165+2.7.11.1	SMG1
05163+2.7.11.1	SMG1
04150+2.7.11.1	SMG1
04926+2.7.11.1	SMG1
	VAV3
05170+2.7.11.1	SMG1
04714+2.7.11.1	SMG1
04151+2.7.11.1	SMG1
05165+2.7.11.1	SMG1
05163+2.7.11.1	SMG1
04150+2.7.11.1	SMG1
04926+2.7.11.1	SMG1
	SMG1
	TNFSF13
	SMG1
	COPB2
	SMG1
	CD96
	RPA2
	SMG1
	RPA2
	IMPG2
	SMG1
	RPA2
	EXO5
	SMG1
	RPA2
	RPA2
	EXO5
	PSAP
	SMG1
	EXO5
	CD96
	CYP20A1
	EXO5
	CD96
	PSAP
	EXO5
	MS4A14
	CD96
	LILRB4
	EXO5
	MS4A14
	EXO5
	TNFSF12
	MS4A14
	TGM2
	EXO5
	LILRB4
	EXO5
	KIAA0232
	VAV3
	MS4A14
	MS4A14
	TNFSF12
	MS4A14
	LILRB4
	LILRB4
	MS4A14
	PSAP
	KIAA0232
	CRISP2
	LILRB4
	PSAP
	VAV3
	MS4A14
	MS4A14
	CRISP2
	MS4A14
	ELAVL4
	CRISP2
	FAM160A1
	SULT2A1
	FAM160A1
	CHST3
	FAM160A1
	ELAVL4
	FAM160A1
	ELAVL4
	TGM2
	BSPH1
	ELAVL4
	TGM2
	FAM160A1
	TNFSF12-TNFSF13
	ELAVL4
	FAM160A1
	AASS
	ELAVL4
	ELAVL4
	CYP20A1
	ELAVL4
	FNBP1L
	KLF1
	FNBP1L
	ELAVL4
	AASS
	FNBP1L
	ELAVL4
	VAV3
	ELAVL4
	AASS
	ELAVL4
	COPB2
	VAV3
	AASS
	FNBP1L
	AP1G2
	CYP20A1
	FNBP1L
	AASS
	ELAVL4
	COPS2
	SEPTIN9
	VAV3
	ELAVL4
	CYP20A1
	SEPTIN9
	CYP20A1
	SEPTIN9
	SEPTIN9
	CYP20A1
	DHRS1
	COPB2
	COPS2
	COPB2
	FAM193A
	DHRS1
	COPS2
	CNOT8
	IFT80
	COPS2
	SPOCK2
	COPB2
	RPRD1B
	COPS2
	DHRS1
	COPB2
	COPB2
	RPRD1B
	COPB2
	RPRD1B
	RPRD1B
	COPB2
	RPRD1B
	RPRD1B
	PCYOX1
	SDF2
	GPR33
	SPOCK2
	PRR23C
	SPOCK2
	NSG1
	PRR23B
	NSG1
	SPOCK2
	SDF2
	KRT12
	ELSPBP1
	SDF2
	PCYOX1
	ELSPBP1
	NSG1
	ELSPBP1
	NSG1
	OR2H1
	FAM193A
	ELSPBP1
	OR2H1
	NSG1
	ELSPBP1
	IFT80
	IGLV3-1
	FAM193A
	OR2H1
	PCYOX1
	NSG1
	FAM193A
	ELSPBP1
	PUS7L
	PCYOX1
	DNAL1
	AC067752.1
	PCYOX1
	NSG1
	NSG1
	IFT80
	SP140
	OR2H1
	NSG1
00310+2.1.1.43	EZH2
	PUS7L
	FAM193A
	IGLL5
	ATP2A1
	FAM193A
	IGLL5
	FAM193A
	PUS7L
	IGLL5
	SP140
	FAM193A
	IGLJ1
	FAM193A
	IGLC1
	ATP2A1
	IFT80
	TCEAL4
	SP140
	IFT80
	PUS7L
	IFT80
00310+2.1.1.43	EZH2
	PUS7L
	DNAL1
	RABGGTA
00310+2.1.1.43	EZH2
	PUS7L
	IGLJ2
	IFT80
	TEP1
	PUS7L
	PTPRM
	IGLC2
	CCDC192
	ATP2A1
	PUS7L
00310+2.1.1.43	EZH2
	PTPRM
	IGLJ3
	SP140
	DNAL1
	ATP2A1
	POU3F3
	DNAL1
	DNAL1
	IFT80
00310+2.1.1.43	EZH2
	MRPS22
	DNAL1
	IFT80
	PRRC2A
	PTPRM
	DNAL1
	MRPS22
	ATP2A1
	PTPRM
00310+2.1.1.43	EZH2
	DNAL1
	IFT80
	ATP2A1
	DNAL1
	TCEAL4
	SP140
	ATP2A1
	IFT80
	PRRC2A
	IFT80
	ATP2A1
	TCEAL4
	IFT80
	EZH2
	MRPS22
	TCEAL4
	MRPS22
	TCEAL4
	ODAM
	IFT80
	ZNF365
	TCEAL4
	ODAM
	TCEAL4
	TSHZ3
	IFT80
	MRPS22
	ODAM
	MRPS22
	TCEAL4
	TSHZ3
	STAM
	TCEAL4
	ODAM
	TCEAL4
	MRPS22
	C3orf80
	TCEAL4
	STAM
	C3orf80
	MRPS22
	TCEAL4
	STAM
	SNED1
	MRPS22
	KRT20
	NPTXR
	AC079594.2
	NPTXR
	GABRB1
	FGF22
	SNED1
	ZNF365
	PTPRM
	IGLC3
	PTPRM
	FGF22
	SNED1
	GABRB1
	PTPRM
	C19orf18
	SNED1
	RNF26
	SNED1
	IGLJ4
	GABRB1
	STX18
	SNED1
	TRIM59
	IGLJ5
	PTPRM
	TRIM59
	TRIM59
	IGLJ6
	TRIM59
	STX18
	TRIM59
	TRIM59
	GABRA4
	TRIM59
	TRIM59
	RABEP2
	IL13RA2
	ABCG8
	RABEP2
	IL13RA2
	RABEP2
	DMRTA2
	ZNF365
	DMRTA2
	RABGGTA
	STX18
	SNED1
	COPS7A
	GABRA4
	MACF1
	ABCG8
	MACF1
	GABRA4
	RABGGTA
	RABEP2
	ZNF365
	GABRA4
	RABEP2
	RABGGTA
	RABEP2
	AP1G2
	RABEP2
	FASTKD1
	COL20A1
	FASTKD1
	RABEP2
	PPIC
	FASTKD1
	FASTKD1
	FASTKD1
	COL20A1
	BIRC2
	COL20A1
	ATG5
	COL20A1
	KCNQ3
	ATG5
	XPO6
	KCNQ3
	XPO6
	KCNQ3
	KCNQ3
	XPO6
	ABCG5
	KCNQ3
	XPO6
	KCNQ3
	KCNQ3
	XPO6
00195+7.1.2.2	ATP6V1B2
00190+7.1.2.2	ATP6V1B2
	COPS7A
	AP1G2
	XPO6
	RBFOX1
	RBFOX1
	CFB
	RBFOX1
	STMN2
	COPS7A
	BIRC2
	AP1G2
	KLHL31
	COPS7A
	COPS7A
	SMC4
	BIRC2
	TOPBP1
	KLHL31
	COPS7A
	MAS1L
	ATP6V1B2
	COPS7A
	COPS7A
	ATP6V1B2
	COPS7A
	BIRC2
	XPO6
	COPS7A
	XPO6
	BIRC2
	COPS7A
00195+7.1.2.2	ATP6V1B2
